"","V1"
"1",0.586178861788618
"2",0.561760530052058
"3",0.657723577235772
"4",0.642857142857143
"5",0.714285714285714
"6",0.57466732380483
"7",0.603170265099754
"8",0.629436819687648
"9",0.575020497403662
"10",0.662195121951219
"11",0.647444657010112
"12",0.5
"13",0.648780487804878
"14",0.69308554249795
"15",0.5
"16",0.594715447154472
"17",0.5
"18",0.576145884672252
"19",0.5
"20",0.515524889107935
"21",0.714285714285714
"22",0.543124691966486
"23",0.560867422375555
"24",0.55608140085187
"25",0.507515714676141
"26",0.580581567274519
"27",0.535731187884524
"28",0.571428571428571
"29",0.642857142857143
"30",0.61656190215906
"31",0.5
"32",0.517274017983909
"33",0.642857142857143
"34",0.511341896693085
"35",0.5
"36",0.547967479674797
"37",0.5
"38",0.5
"39",0.649631046734081
"40",0.5
"41",0.5
"42",0.5
"43",0.571428571428571
"44",0.5
"45",0.5
"46",0.642857142857143
"47",0.5
"48",0.681060399016124
"49",0.642857142857143
"50",0.5
"51",0.5
"52",0.528559715769335
"53",0.5
"54",0.613109906357812
"55",0.508062312107133
"56",0.504065040650406
"57",0.5
"58",0.601219512195122
"59",0.513414634146341
"60",0.699006152389967
"61",0.5
"62",0.660289696638426
"63",0.5
"64",0.5
"65",0.5
"66",0.5
"67",0.5
"68",0.5
"69",0.5
"70",0.5
"71",0.582113821138211
"72",0.55229531471841
"73",0.642857142857143
"74",0.503252032520325
"75",0.5
"76",0.642857142857143
"77",0.5
"78",0.5
"79",0.5
"80",0.571428571428571
"81",0.635772357723577
"82",0.5
"83",0.5
"84",0.626597255087553
"85",0.5
"86",0.5
"87",0.5
"88",0.5
"89",0.714285714285714
"90",0.5
"91",0.540660423854115
"92",0.530081300813008
"93",0.641869918699187
"94",0.599593495934959
"95",0.642857142857143
"96",0.546616185518221
"97",0.642857142857143
"98",0.571428571428571
"99",0.5
"100",0.642857142857143
"101",0.529578797917652
"102",0.5
"103",0.573654003826182
"104",0.560569105691057
"105",0.510975609756098
"106",0.532520325203252
"107",0.5
"108",0.5
"109",0.543776620918126
"110",0.593058212626401
"111",0.514434453383814
"112",0.563821138211382
"113",0.5
"114",0.5
"115",0.5
"116",0.5
"117",0.501219512195122
"118",0.5
"119",0.5
"120",0.542276422764227
"121",0.5
"122",0.522000546597431
"123",0.5
"124",0.557417447018235
"125",0.642857142857143
"126",0.5
"127",0.610002732987155
"128",0.572203055692459
"129",0.5
"130",0.574390243902439
"131",0.523426407950781
"132",0.642857142857143
"133",0.590650406504065
"134",0.604471544715447
"135",0.5
"136",0.581164221486039
"137",0.5
"138",0.571428571428571
"139",0.5
"140",0.53739837398374
"141",0.610276031702651
"142",0.622847772615469
"143",0.5
"144",0.572645527685755
"145",0.66411587865537
"146",0.5
"147",0.714285714285714
"148",0.500709891150024
"149",0.571428571428571
"150",0.582926829268293
"151",0.501232134056185
"152",0.5
"153",0.5
"154",0.5
"155",0.5
"156",0.5
"157",0.5
"158",0.5
"159",0.540584859251161
"160",0.5
"161",0.552845528455284
"162",0.5
"163",0.5
"164",0.5
"165",0.508132084770823
"166",0.61239943208708
"167",0.719829626123994
"168",0.642857142857143
"169",0.714285714285714
"170",0.5
"171",0.504878048780488
"172",0.536585365853659
"173",0.609167077378018
"174",0.714285714285714
"175",0.571428571428571
"176",0.535392183656737
"177",0.55199605717102
"178",0.5
"179",0.5
"180",0.642857142857143
"181",0.5
"182",0.5
"183",0.5
"184",0.579103006407097
"185",0.529817644159684
"186",0.562233790818741
"187",0.506422519814157
"188",0.515853658536585
"189",0.714285714285714
"190",0.508755324183626
"191",0.579103006407097
"192",0.624390243902439
"193",0.5
"194",0.5
"195",0.5
"196",0.5
"197",0.5
"198",0.5
"199",0.506504065040651
"200",0.5
"201",0.5
"202",0.572014211533206
"203",0.5
"204",0.502710694923608
"205",0.5
"206",0.618748291883028
"207",0.5
"208",0.5
"209",0.701219512195122
"210",0.5
"211",0.5
"212",0.5
"213",0.566019876952201
"214",0.5
"215",0.5
"216",0.714285714285714
"217",0.642857142857143
"218",0.5
"219",0.5
"220",0.539218365673681
"221",0.5
"222",0.521180650450943
"223",0.516510596352883
"224",0.542631838344012
"225",0.604065040650406
"226",0.527642276422764
"227",0.626016260162602
"228",0.518220539517274
"229",0.539181862986693
"230",0.5
"231",0.519918699186992
"232",0.5
"233",0.5
"234",0.590650406504065
"235",0.532281912272055
"236",0.520325203252033
"237",0.509117792015771
"238",0.513414634146341
"239",0.539837398373983
"240",0.5
"241",0.513060620995564
"242",0.578324656885944
"243",0.518292682926829
"244",0.5
"245",0.639375295787979
"246",0.563653573118788
"247",0.558536585365854
"248",0.50418925579103
"249",0.5309985802177
"250",0.5
"251",0.5
"252",0.680630852636767
"253",0.51260162601626
"254",0.5
"255",0.642857142857143
"256",0.642857142857143
"257",0.571428571428571
"258",0.5
"259",0.55229531471841
"260",0.5
"261",0.595835305253195
"262",0.528559715769335
"263",0.5
"264",0.532659196501776
"265",0.642857142857143
"266",0.5
"267",0.586002957121735
"268",0.5
"269",0.5
"270",0.642857142857143
"271",0.5
"272",0.553474618038443
"273",0.5
"274",0.589682915286323
"275",0.532774765894529
"276",0.515447154471545
"277",0.5
"278",0.536204448651207
"279",0.558943089430894
"280",0.528833014484832
"281",0.5
"282",0.5
"283",0.642857142857143
"284",0.542138984721538
"285",0.570231641202563
"286",0.696747967479675
"287",0.5
"288",0.515447154471544
"289",0.5
"290",0.619512195121951
"291",0.642857142857143
"292",0.565546616185518
"293",0.714285714285714
"294",0.519105691056911
"295",0.548373983739837
"296",0.642857142857143
"297",0.5
"298",0.5
"299",0.603990161246242
"300",0.54953178905865
"301",0.5
"302",0.5
"303",0.551626016260163
"304",0.562345983242977
"305",0.5
"306",0.5
"307",0.5
"308",0.5
"309",0.5
"310",0.5
"311",0.5
"312",0.5
"313",0.59733859043864
"314",0.533760473139477
"315",0.553429898879475
"316",0.531471840984382
"317",0.562448756490845
"318",0.5
"319",0.5
"320",0.581033069144575
"321",0.642857142857143
"322",0.571428571428571
"323",0.531945101751065
"324",0.569738787580088
"325",0.5
"326",0.516510596352883
"327",0.526367668802366
"328",0.52094627895515
"329",0.604065040650407
"330",0.660672030288689
"331",0.5
"332",0.5
"333",0.582520325203252
"334",0.564227642276423
"335",0.621864647420729
"336",0.5
"337",0.5
"338",0.514634146341463
"339",0.5
"340",0.567073170731707
"341",0.508755324183625
"342",0.5
"343",0.665040650406504
"344",0.633506422519814
"345",0.5
"346",0.5
"347",0.509155506969117
"348",0.5
"349",0.556910569105691
"350",0.5
"351",0.539181862986693
"352",0.5
"353",0.5
"354",0.5
"355",0.5
"356",0.5
"357",0.552845528455284
"358",0.538945066958186
"359",0.552845528455284
"360",0.537851872096201
"361",0.525874815179892
"362",0.688617886178862
"363",0.529817644159685
"364",0.571428571428571
"365",0.5
"366",0.539430894308943
"367",0.5
"368",0.507146377525875
"369",0.553474618038443
"370",0.520453425332676
"371",0.571428571428571
"372",0.534025690079257
"373",0.622357723577236
"374",0.550970210440011
"375",0.541410317084714
"376",0.571428571428571
"377",0.575567094834654
"378",0.5
"379",0.5
"380",0.5
"381",0.516666666666667
"382",0.544249881684808
"383",0.536212079803224
"384",0.624704212020823
"385",0.5
"386",0.59733859043864
"387",0.5
"388",0.702318977756744
"389",0.571428571428571
"390",0.625924100542139
"391",0.642857142857143
"392",0.571428571428571
"393",0.642857142857143
"394",0.500406504065041
"395",0.5
"396",0.571951219512195
"397",0.714285714285714
"398",0.699644711669855
"399",0.5
"400",0.5
"401",0.605224248398226
"402",0.641869918699187
"403",0.500813008130081
"404",0.714285714285714
"405",0.571428571428571
"406",0.5
"407",0.504682109413504
"408",0.552610002732987
"409",0.5
"410",0.5
"411",0.5
"412",0.5
"413",0.5
"414",0.577851396119262
"415",0.505284552845528
"416",0.610549330418147
"417",0.5
"418",0.508062312107133
"419",0.5
"420",0.597967479674797
"421",0.532659196501776
"422",0.642857142857143
"423",0.51348793185045
"424",0.5
"425",0.565073355418836
"426",0.5
"427",0.5
"428",0.638211382113821
"429",0.5
"430",0.565853658536585
"431",0.632276384287742
"432",0.5
"433",0.609659931000493
"434",0.566548237223285
"435",0.503696402168556
"436",0.659725508755324
"437",0.610822629133643
"438",0.5
"439",0.714285714285714
"440",0.601803771522273
"441",0.5
"442",0.568188029516261
"443",0.571428571428571
"444",0.581306367860071
"445",0.5
"446",0.591145121617928
"447",0.67250354945575
"448",0.557974443918599
"449",0.5
"450",0.5
"451",0.5
"452",0.52520325203252
"453",0.657466732380483
"454",0.538398469527193
"455",0.51380158513255
"456",0.642857142857143
"457",0.519105691056911
"458",0.5
"459",0.52932479053721
"460",0.714285714285714
"461",0.510175106483672
"462",0.522764227642277
"463",0.521138211382114
"464",0.5
"465",0.5
"466",0.700191309100847
"467",0.50970210440011
"468",0.5
"469",0.583219458868544
"470",0.509155506969117
"471",0.571428571428572
"472",0.561760530052058
"473",0.574538570752485
"474",0.5
"475",0.5
"476",0.642857142857143
"477",0.5
"478",0.508536585365854
"479",0.6549929010885
"480",0.598373983739838
"481",0.571428571428571
"482",0.538671768242689
"483",0.609729434271659
"484",0.5
"485",0.546050833561082
"486",0.514621481279038
"487",0.516800757217227
"488",0.5
"489",0.576145884672252
"490",0.619918699186992
"491",0.699918010385351
"492",0.676829268292683
"493",0.5
"494",0.533333333333334
"495",0.561360275998029
"496",0.550813008130081
"497",0.534552845528455
"498",0.513014671083767
"499",0.522820442743919
"500",0.5
"501",0.526016260162602
"502",0.524889107934943
"503",0.5
"504",0.52520325203252
"505",0.5
"506",0.5
"507",0.550423613009019
"508",0.545196403218173
"509",0.5
"510",0.5
"511",0.5
"512",0.527739819622848
"513",0.538689009364219
"514",0.5
"515",0.5
"516",0.603658536585366
"517",0.5
"518",0.5
"519",0.544110399211434
"520",0.516327496450544
"521",0.55452309374146
"522",0.5
"523",0.5
"524",0.5
"525",0.5
"526",0.536204448651207
"527",0.572764227642276
"528",0.5
"529",0.501656412683389
"530",0.5
"531",0.5
"532",0.5
"533",0.5
"534",0.5
"535",0.668309512074913
"536",0.538671768242689
"537",0.5
"538",0.623577235772358
"539",0.507317073170732
"540",0.5
"541",0.519540858157967
"542",0.502845528455285
"543",0.545588960078857
"544",0.5
"545",0.5
"546",0.55725608089642
"547",0.714285714285714
"548",0.536717594874322
"549",0.5
"550",0.502032520325203
"551",0.528632276384287
"552",0.501183151916706
"553",0.585132549877015
"554",0.577235772357723
"555",0.571428571428571
"556",0.521544715447154
"557",0.5310194042088
"558",0.55040227165168
"559",0.5
"560",0.513414634146341
"561",0.5
"562",0.542830099384761
"563",0.560262366766876
"564",0.514227642276423
"565",0.571428571428571
"566",0.5
"567",0.504022716516801
"568",0.519105691056911
"569",0.620009857072449
"570",0.636991869918699
"571",0.630500136649358
"572",0.5
"573",0.5
"574",0.571428571428571
"575",0.5
"576",0.642857142857143
"577",0.571428571428571
"578",0.542224651544138
"579",0.528833014484832
"580",0.541404755397649
"581",0.601987695220066
"582",0.515040650406504
"583",0.5
"584",0.513961192617133
"585",0.5
"586",0.669855151680787
"587",0.5
"588",0.602439024390244
"589",0.517479674796748
"590",0.5
"591",0.5
"592",0.5
"593",0.5
"594",0.5
"595",0.546341463414634
"596",0.5
"597",0.575958353052532
"598",0.615853658536585
"599",0.5
"600",0.615447154471545
"601",0.5
"602",0.5
"603",0.5
"604",0.535118884941241
"605",0.5
"606",0.5
"607",0.571428571428571
"608",0.505667816658452
"609",0.5
"610",0.642857142857143
"611",0.5
"612",0.520087455588959
"613",0.5
"614",0.5
"615",0.588685433178464
"616",0.516260162601626
"617",0.642857142857143
"618",0.5
"619",0.542138984721537
"620",0.512435091555069
"621",0.555608140085187
"622",0.556436184749932
"623",0.506160670280927
"624",0.642857142857143
"625",0.550150314293523
"626",0.641695416461311
"627",0.581567274519468
"628",0.5
"629",0.522006625650734
"630",0.654471544715447
"631",0.611452910553715
"632",0.544684339983602
"633",0.5
"634",0.5
"635",0.5
"636",0.547562707051585
"637",0.558943089430894
"638",0.571428571428571
"639",0.528455284552845
"640",0.516260162601626
"641",0.572014211533206
"642",0.642857142857143
"643",0.5
"644",0.642857142857143
"645",0.5
"646",0.5
"647",0.5
"648",0.546747967479675
"649",0.50609756097561
"650",0.555284552845528
"651",0.5
"652",0.505284552845528
"653",0.5
"654",0.5
"655",0.534253326761952
"656",0.5
"657",0.5
"658",0.5
"659",0.5
"660",0.539181862986693
"661",0.502845528455285
"662",0.560262366766876
"663",0.510795299262093
"664",0.51869918699187
"665",0.5
"666",0.547154471544716
"667",0.589505329324952
"668",0.547089446284903
"669",0.571428571428571
"670",0.5
"671",0.577131591917201
"672",0.5
"673",0.515168078710031
"674",0.506422519814157
"675",0.571428571428571
"676",0.642857142857143
"677",0.546142924751538
"678",0.5
"679",0.528632276384287
"680",0.571428571428571
"681",0.50418925579103
"682",0.589837398373984
"683",0.591418420333425
"684",0.51106859797759
"685",0.511089206505668
"686",0.51256776737309
"687",0.51348793185045
"688",0.514894779994534
"689",0.516260162601626
"690",0.516510596352883
"691",0.602845528455284
"692",0.607193563653573
"693",0.524396254312469
"694",0.529106313200328
"695",0.529379611915824
"696",0.619024149827502
"697",0.619517003449976
"698",0.619568188029517
"699",0.537210448496796
"700",0.621544715447155
"701",0.705158542356839
"702",0.540463795551348
"703",0.54140475539765
"704",0.541463414634146
"705",0.542497950259634
"706",0.626400655916917
"707",0.714285714285714
"708",0.714285714285714
"709",0.550696911724514
"710",0.639375295787979
"711",0.639518994260727
"712",0.556436184749932
"713",0.642857142857143
"714",0.642857142857143
"715",0.571428571428571
"716",0.571428571428571
"717",0.571428571428571
"718",0.65609756097561
"719",0.579119978136103
"720",0.58731661145291
"721",0.595517901065865
"722",0.605300520586844
"723",0.622357723577236
"724",0.624390243902439
"725",0.714285714285714
"726",0.714285714285714
"727",0.640795078088026
"728",0.659196501776442
"729",0.679420606723149
"730",0.687072970757037
