"","rule.1","rule.2","rule.3","rule.4","rule.5","rule.6","rule.7","rule.8","rule.9","rule.10","rule.11","rule.12","rule.13","rule.14","rule.15","rule.16","rule.17","rule.18","rule.19","rule.20","rule.21","rule.22","rule.23","rule.24","rule.25","rule.26","rule.27","rule.28","rule.29","rule.30","rule.31","rule.32","rule.33","rule.34","rule.35","rule.36","rule.37","rule.38","rule.39","rule.40","rule.41","rule.42","rule.43","rule.44"
"228","IF","NU_IDADE","is","small","and","TP_SEXO","is","large","and","TP_COR_RACA","is","small","and","TP_ESCOLA","is","medium","and","Q006","is","medium","and","Q027","is","small","and","NU_NOTA_CN","is","medium","and","NU_NOTA_CH","is","medium","and","NU_NOTA_LC","is","large","and","NU_NOTA_MT","is","medium","THEN","NU_NOTA_REDACAO","is","medium"
"229","IF","NU_IDADE","is","small","and","TP_SEXO","is","large","and","TP_COR_RACA","is","medium","and","TP_ESCOLA","is","medium","and","Q006","is","small","and","Q027","is","small","and","NU_NOTA_CN","is","medium","and","NU_NOTA_CH","is","medium","and","NU_NOTA_LC","is","large","and","NU_NOTA_MT","is","medium","THEN","NU_NOTA_REDACAO","is","large"
"230","IF","NU_IDADE","is","small","and","TP_SEXO","is","large","and","TP_COR_RACA","is","small","and","TP_ESCOLA","is","medium","and","Q006","is","medium","and","Q027","is","large","and","NU_NOTA_CN","is","large","and","NU_NOTA_CH","is","medium","and","NU_NOTA_LC","is","large","and","NU_NOTA_MT","is","large","THEN","NU_NOTA_REDACAO","is","medium"
"231","IF","NU_IDADE","is","small","and","TP_SEXO","is","large","and","TP_COR_RACA","is","medium","and","TP_ESCOLA","is","medium","and","Q006","is","small","and","Q027","is","large","and","NU_NOTA_CN","is","medium","and","NU_NOTA_CH","is","medium","and","NU_NOTA_LC","is","large","and","NU_NOTA_MT","is","medium","THEN","NU_NOTA_REDACAO","is","large"
"232","IF","NU_IDADE","is","small","and","TP_SEXO","is","large","and","TP_COR_RACA","is","medium","and","TP_ESCOLA","is","medium","and","Q006","is","small","and","Q027","is","medium","and","NU_NOTA_CN","is","medium","and","NU_NOTA_CH","is","large","and","NU_NOTA_LC","is","large","and","NU_NOTA_MT","is","large","THEN","NU_NOTA_REDACAO","is","medium"
"233","IF","NU_IDADE","is","small","and","TP_SEXO","is","large","and","TP_COR_RACA","is","small","and","TP_ESCOLA","is","medium","and","Q006","is","medium","and","Q027","is","large","and","NU_NOTA_CN","is","medium","and","NU_NOTA_CH","is","large","and","NU_NOTA_LC","is","large","and","NU_NOTA_MT","is","medium","THEN","NU_NOTA_REDACAO","is","medium"
"234","IF","NU_IDADE","is","small","and","TP_SEXO","is","large","and","TP_COR_RACA","is","medium","and","TP_ESCOLA","is","medium","and","Q006","is","medium","and","Q027","is","small","and","NU_NOTA_CN","is","large","and","NU_NOTA_CH","is","medium","and","NU_NOTA_LC","is","medium","and","NU_NOTA_MT","is","medium","THEN","NU_NOTA_REDACAO","is","medium"
"235","IF","NU_IDADE","is","small","and","TP_SEXO","is","large","and","TP_COR_RACA","is","small","and","TP_ESCOLA","is","medium","and","Q006","is","large","and","Q027","is","medium","and","NU_NOTA_CN","is","large","and","NU_NOTA_CH","is","large","and","NU_NOTA_LC","is","large","and","NU_NOTA_MT","is","large","THEN","NU_NOTA_REDACAO","is","large"
"236","IF","NU_IDADE","is","small","and","TP_SEXO","is","large","and","TP_COR_RACA","is","small","and","TP_ESCOLA","is","medium","and","Q006","is","small","and","Q027","is","large","and","NU_NOTA_CN","is","large","and","NU_NOTA_CH","is","large","and","NU_NOTA_LC","is","large","and","NU_NOTA_MT","is","large","THEN","NU_NOTA_REDACAO","is","medium"
"237","IF","NU_IDADE","is","small","and","TP_SEXO","is","large","and","TP_COR_RACA","is","medium","and","TP_ESCOLA","is","medium","and","Q006","is","small","and","Q027","is","large","and","NU_NOTA_CN","is","large","and","NU_NOTA_CH","is","medium","and","NU_NOTA_LC","is","large","and","NU_NOTA_MT","is","medium","THEN","NU_NOTA_REDACAO","is","medium"
"238","IF","NU_IDADE","is","small","and","TP_SEXO","is","large","and","TP_COR_RACA","is","small","and","TP_ESCOLA","is","medium","and","Q006","is","small","and","Q027","is","small","and","NU_NOTA_CN","is","medium","and","NU_NOTA_CH","is","large","and","NU_NOTA_LC","is","large","and","NU_NOTA_MT","is","medium","THEN","NU_NOTA_REDACAO","is","medium"
"239","IF","NU_IDADE","is","small","and","TP_SEXO","is","large","and","TP_COR_RACA","is","medium","and","TP_ESCOLA","is","medium","and","Q006","is","medium","and","Q027","is","small","and","NU_NOTA_CN","is","medium","and","NU_NOTA_CH","is","large","and","NU_NOTA_LC","is","large","and","NU_NOTA_MT","is","medium","THEN","NU_NOTA_REDACAO","is","medium"
"240","IF","NU_IDADE","is","small","and","TP_SEXO","is","large","and","TP_COR_RACA","is","medium","and","TP_ESCOLA","is","medium","and","Q006","is","small","and","Q027","is","large","and","NU_NOTA_CN","is","large","and","NU_NOTA_CH","is","large","and","NU_NOTA_LC","is","medium","and","NU_NOTA_MT","is","medium","THEN","NU_NOTA_REDACAO","is","medium"
"241","IF","NU_IDADE","is","small","and","TP_SEXO","is","large","and","TP_COR_RACA","is","large","and","TP_ESCOLA","is","medium","and","Q006","is","large","and","Q027","is","medium","and","NU_NOTA_CN","is","large","and","NU_NOTA_CH","is","large","and","NU_NOTA_LC","is","large","and","NU_NOTA_MT","is","large","THEN","NU_NOTA_REDACAO","is","large"
"242","IF","NU_IDADE","is","small","and","TP_SEXO","is","large","and","TP_COR_RACA","is","small","and","TP_ESCOLA","is","medium","and","Q006","is","medium","and","Q027","is","small","and","NU_NOTA_CN","is","large","and","NU_NOTA_CH","is","large","and","NU_NOTA_LC","is","medium","and","NU_NOTA_MT","is","medium","THEN","NU_NOTA_REDACAO","is","medium"
"243","IF","NU_IDADE","is","small","and","TP_SEXO","is","large","and","TP_COR_RACA","is","small","and","TP_ESCOLA","is","medium","and","Q006","is","small","and","Q027","is","small","and","NU_NOTA_CN","is","medium","and","NU_NOTA_CH","is","medium","and","NU_NOTA_LC","is","large","and","NU_NOTA_MT","is","medium","THEN","NU_NOTA_REDACAO","is","medium"
"244","IF","NU_IDADE","is","small","and","TP_SEXO","is","large","and","TP_COR_RACA","is","large","and","TP_ESCOLA","is","medium","and","Q006","is","medium","and","Q027","is","medium","and","NU_NOTA_CN","is","medium","and","NU_NOTA_CH","is","medium","and","NU_NOTA_LC","is","medium","and","NU_NOTA_MT","is","medium","THEN","NU_NOTA_REDACAO","is","medium"
"245","IF","NU_IDADE","is","small","and","TP_SEXO","is","large","and","TP_COR_RACA","is","small","and","TP_ESCOLA","is","medium","and","Q006","is","small","and","Q027","is","large","and","NU_NOTA_CN","is","large","and","NU_NOTA_CH","is","large","and","NU_NOTA_LC","is","large","and","NU_NOTA_MT","is","medium","THEN","NU_NOTA_REDACAO","is","medium"
"246","IF","NU_IDADE","is","small","and","TP_SEXO","is","large","and","TP_COR_RACA","is","small","and","TP_ESCOLA","is","medium","and","Q006","is","small","and","Q027","is","small","and","NU_NOTA_CN","is","large","and","NU_NOTA_CH","is","medium","and","NU_NOTA_LC","is","large","and","NU_NOTA_MT","is","medium","THEN","NU_NOTA_REDACAO","is","medium"
"247","IF","NU_IDADE","is","small","and","TP_SEXO","is","large","and","TP_COR_RACA","is","medium","and","TP_ESCOLA","is","medium","and","Q006","is","medium","and","Q027","is","small","and","NU_NOTA_CN","is","large","and","NU_NOTA_CH","is","medium","and","NU_NOTA_LC","is","large","and","NU_NOTA_MT","is","medium","THEN","NU_NOTA_REDACAO","is","large"
"248","IF","NU_IDADE","is","small","and","TP_SEXO","is","large","and","TP_COR_RACA","is","small","and","TP_ESCOLA","is","medium","and","Q006","is","medium","and","Q027","is","medium","and","NU_NOTA_CN","is","large","and","NU_NOTA_CH","is","medium","and","NU_NOTA_LC","is","medium","and","NU_NOTA_MT","is","large","THEN","NU_NOTA_REDACAO","is","large"
"249","IF","NU_IDADE","is","small","and","TP_SEXO","is","large","and","TP_COR_RACA","is","medium","and","TP_ESCOLA","is","medium","and","Q006","is","small","and","Q027","is","small","and","NU_NOTA_CN","is","large","and","NU_NOTA_CH","is","large","and","NU_NOTA_LC","is","large","and","NU_NOTA_MT","is","medium","THEN","NU_NOTA_REDACAO","is","large"
"250","IF","NU_IDADE","is","small","and","TP_SEXO","is","large","and","TP_COR_RACA","is","small","and","TP_ESCOLA","is","medium","and","Q006","is","small","and","Q027","is","medium","and","NU_NOTA_CN","is","medium","and","NU_NOTA_CH","is","medium","and","NU_NOTA_LC","is","medium","and","NU_NOTA_MT","is","large","THEN","NU_NOTA_REDACAO","is","large"
"251","IF","NU_IDADE","is","small","and","TP_SEXO","is","large","and","TP_COR_RACA","is","small","and","TP_ESCOLA","is","medium","and","Q006","is","medium","and","Q027","is","large","and","NU_NOTA_CN","is","medium","and","NU_NOTA_CH","is","medium","and","NU_NOTA_LC","is","medium","and","NU_NOTA_MT","is","medium","THEN","NU_NOTA_REDACAO","is","large"
"252","IF","NU_IDADE","is","small","and","TP_SEXO","is","large","and","TP_COR_RACA","is","small","and","TP_ESCOLA","is","medium","and","Q006","is","large","and","Q027","is","small","and","NU_NOTA_CN","is","large","and","NU_NOTA_CH","is","medium","and","NU_NOTA_LC","is","large","and","NU_NOTA_MT","is","medium","THEN","NU_NOTA_REDACAO","is","medium"
"253","IF","NU_IDADE","is","small","and","TP_SEXO","is","large","and","TP_COR_RACA","is","small","and","TP_ESCOLA","is","medium","and","Q006","is","medium","and","Q027","is","medium","and","NU_NOTA_CN","is","large","and","NU_NOTA_CH","is","medium","and","NU_NOTA_LC","is","medium","and","NU_NOTA_MT","is","medium","THEN","NU_NOTA_REDACAO","is","large"
"254","IF","NU_IDADE","is","small","and","TP_SEXO","is","large","and","TP_COR_RACA","is","small","and","TP_ESCOLA","is","medium","and","Q006","is","medium","and","Q027","is","medium","and","NU_NOTA_CN","is","medium","and","NU_NOTA_CH","is","large","and","NU_NOTA_LC","is","medium","and","NU_NOTA_MT","is","medium","THEN","NU_NOTA_REDACAO","is","medium"
"255","IF","NU_IDADE","is","small","and","TP_SEXO","is","large","and","TP_COR_RACA","is","medium","and","TP_ESCOLA","is","medium","and","Q006","is","small","and","Q027","is","small","and","NU_NOTA_CN","is","large","and","NU_NOTA_CH","is","medium","and","NU_NOTA_LC","is","medium","and","NU_NOTA_MT","is","medium","THEN","NU_NOTA_REDACAO","is","medium"
"256","IF","NU_IDADE","is","small","and","TP_SEXO","is","large","and","TP_COR_RACA","is","medium","and","TP_ESCOLA","is","medium","and","Q006","is","medium","and","Q027","is","large","and","NU_NOTA_CN","is","large","and","NU_NOTA_CH","is","medium","and","NU_NOTA_LC","is","large","and","NU_NOTA_MT","is","large","THEN","NU_NOTA_REDACAO","is","medium"
"257","IF","NU_IDADE","is","small","and","TP_SEXO","is","large","and","TP_COR_RACA","is","small","and","TP_ESCOLA","is","medium","and","Q006","is","small","and","Q027","is","large","and","NU_NOTA_CN","is","medium","and","NU_NOTA_CH","is","large","and","NU_NOTA_LC","is","large","and","NU_NOTA_MT","is","medium","THEN","NU_NOTA_REDACAO","is","large"
"258","IF","NU_IDADE","is","small","and","TP_SEXO","is","large","and","TP_COR_RACA","is","small","and","TP_ESCOLA","is","medium","and","Q006","is","large","and","Q027","is","small","and","NU_NOTA_CN","is","medium","and","NU_NOTA_CH","is","medium","and","NU_NOTA_LC","is","large","and","NU_NOTA_MT","is","medium","THEN","NU_NOTA_REDACAO","is","medium"
"259","IF","NU_IDADE","is","small","and","TP_SEXO","is","large","and","TP_COR_RACA","is","small","and","TP_ESCOLA","is","medium","and","Q006","is","medium","and","Q027","is","medium","and","NU_NOTA_CN","is","large","and","NU_NOTA_CH","is","medium","and","NU_NOTA_LC","is","large","and","NU_NOTA_MT","is","large","THEN","NU_NOTA_REDACAO","is","medium"
"260","IF","NU_IDADE","is","small","and","TP_SEXO","is","large","and","TP_COR_RACA","is","small","and","TP_ESCOLA","is","medium","and","Q006","is","large","and","Q027","is","medium","and","NU_NOTA_CN","is","medium","and","NU_NOTA_CH","is","large","and","NU_NOTA_LC","is","large","and","NU_NOTA_MT","is","large","THEN","NU_NOTA_REDACAO","is","medium"
"261","IF","NU_IDADE","is","small","and","TP_SEXO","is","large","and","TP_COR_RACA","is","medium","and","TP_ESCOLA","is","medium","and","Q006","is","large","and","Q027","is","small","and","NU_NOTA_CN","is","medium","and","NU_NOTA_CH","is","medium","and","NU_NOTA_LC","is","large","and","NU_NOTA_MT","is","medium","THEN","NU_NOTA_REDACAO","is","large"
"262","IF","NU_IDADE","is","small","and","TP_SEXO","is","large","and","TP_COR_RACA","is","medium","and","TP_ESCOLA","is","medium","and","Q006","is","small","and","Q027","is","large","and","NU_NOTA_CN","is","medium","and","NU_NOTA_CH","is","medium","and","NU_NOTA_LC","is","large","and","NU_NOTA_MT","is","large","THEN","NU_NOTA_REDACAO","is","medium"
"263","IF","NU_IDADE","is","small","and","TP_SEXO","is","large","and","TP_COR_RACA","is","small","and","TP_ESCOLA","is","medium","and","Q006","is","medium","and","Q027","is","large","and","NU_NOTA_CN","is","large","and","NU_NOTA_CH","is","medium","and","NU_NOTA_LC","is","medium","and","NU_NOTA_MT","is","medium","THEN","NU_NOTA_REDACAO","is","medium"
"264","IF","NU_IDADE","is","small","and","TP_SEXO","is","large","and","TP_COR_RACA","is","medium","and","TP_ESCOLA","is","medium","and","Q006","is","medium","and","Q027","is","small","and","NU_NOTA_CN","is","medium","and","NU_NOTA_CH","is","medium","and","NU_NOTA_LC","is","medium","and","NU_NOTA_MT","is","medium","THEN","NU_NOTA_REDACAO","is","small"
"265","IF","NU_IDADE","is","small","and","TP_SEXO","is","large","and","TP_COR_RACA","is","small","and","TP_ESCOLA","is","medium","and","Q006","is","small","and","Q027","is","medium","and","NU_NOTA_CN","is","medium","and","NU_NOTA_CH","is","medium","and","NU_NOTA_LC","is","medium","and","NU_NOTA_MT","is","large","THEN","NU_NOTA_REDACAO","is","medium"
"266","IF","NU_IDADE","is","small","and","TP_SEXO","is","large","and","TP_COR_RACA","is","medium","and","TP_ESCOLA","is","medium","and","Q006","is","medium","and","Q027","is","small","and","NU_NOTA_CN","is","large","and","NU_NOTA_CH","is","medium","and","NU_NOTA_LC","is","large","and","NU_NOTA_MT","is","medium","THEN","NU_NOTA_REDACAO","is","medium"
"267","IF","NU_IDADE","is","small","and","TP_SEXO","is","large","and","TP_COR_RACA","is","medium","and","TP_ESCOLA","is","medium","and","Q006","is","medium","and","Q027","is","small","and","NU_NOTA_CN","is","large","and","NU_NOTA_CH","is","large","and","NU_NOTA_LC","is","large","and","NU_NOTA_MT","is","large","THEN","NU_NOTA_REDACAO","is","medium"
"268","IF","NU_IDADE","is","small","and","TP_SEXO","is","large","and","TP_COR_RACA","is","small","and","TP_ESCOLA","is","medium","and","Q006","is","small","and","Q027","is","medium","and","NU_NOTA_CN","is","medium","and","NU_NOTA_CH","is","medium","and","NU_NOTA_LC","is","large","and","NU_NOTA_MT","is","large","THEN","NU_NOTA_REDACAO","is","medium"
"269","IF","NU_IDADE","is","small","and","TP_SEXO","is","large","and","TP_COR_RACA","is","medium","and","TP_ESCOLA","is","medium","and","Q006","is","medium","and","Q027","is","large","and","NU_NOTA_CN","is","large","and","NU_NOTA_CH","is","medium","and","NU_NOTA_LC","is","medium","and","NU_NOTA_MT","is","large","THEN","NU_NOTA_REDACAO","is","large"
"270","IF","NU_IDADE","is","small","and","TP_SEXO","is","large","and","TP_COR_RACA","is","small","and","TP_ESCOLA","is","medium","and","Q006","is","medium","and","Q027","is","medium","and","NU_NOTA_CN","is","medium","and","NU_NOTA_CH","is","large","and","NU_NOTA_LC","is","medium","and","NU_NOTA_MT","is","large","THEN","NU_NOTA_REDACAO","is","medium"
"271","IF","NU_IDADE","is","small","and","TP_SEXO","is","large","and","TP_COR_RACA","is","medium","and","TP_ESCOLA","is","medium","and","Q006","is","small","and","Q027","is","medium","and","NU_NOTA_CN","is","large","and","NU_NOTA_CH","is","medium","and","NU_NOTA_LC","is","medium","and","NU_NOTA_MT","is","large","THEN","NU_NOTA_REDACAO","is","large"
"272","IF","NU_IDADE","is","small","and","TP_SEXO","is","large","and","TP_COR_RACA","is","large","and","TP_ESCOLA","is","medium","and","Q006","is","small","and","Q027","is","large","and","NU_NOTA_CN","is","medium","and","NU_NOTA_CH","is","medium","and","NU_NOTA_LC","is","medium","and","NU_NOTA_MT","is","medium","THEN","NU_NOTA_REDACAO","is","medium"
"273","IF","NU_IDADE","is","small","and","TP_SEXO","is","large","and","TP_COR_RACA","is","medium","and","TP_ESCOLA","is","medium","and","Q006","is","large","and","Q027","is","medium","and","NU_NOTA_CN","is","large","and","NU_NOTA_CH","is","large","and","NU_NOTA_LC","is","medium","and","NU_NOTA_MT","is","medium","THEN","NU_NOTA_REDACAO","is","medium"
"274","IF","NU_IDADE","is","small","and","TP_SEXO","is","large","and","TP_COR_RACA","is","medium","and","TP_ESCOLA","is","medium","and","Q006","is","medium","and","Q027","is","large","and","NU_NOTA_CN","is","large","and","NU_NOTA_CH","is","medium","and","NU_NOTA_LC","is","large","and","NU_NOTA_MT","is","large","THEN","NU_NOTA_REDACAO","is","large"
"275","IF","NU_IDADE","is","small","and","TP_SEXO","is","large","and","TP_COR_RACA","is","small","and","TP_ESCOLA","is","medium","and","Q006","is","large","and","Q027","is","medium","and","NU_NOTA_CN","is","medium","and","NU_NOTA_CH","is","large","and","NU_NOTA_LC","is","medium","and","NU_NOTA_MT","is","medium","THEN","NU_NOTA_REDACAO","is","medium"
"276","IF","NU_IDADE","is","small","and","TP_SEXO","is","large","and","TP_COR_RACA","is","small","and","TP_ESCOLA","is","medium","and","Q006","is","small","and","Q027","is","large","and","NU_NOTA_CN","is","medium","and","NU_NOTA_CH","is","large","and","NU_NOTA_LC","is","medium","and","NU_NOTA_MT","is","medium","THEN","NU_NOTA_REDACAO","is","medium"
"277","IF","NU_IDADE","is","small","and","TP_SEXO","is","large","and","TP_COR_RACA","is","small","and","TP_ESCOLA","is","medium","and","Q006","is","large","and","Q027","is","medium","and","NU_NOTA_CN","is","large","and","NU_NOTA_CH","is","medium","and","NU_NOTA_LC","is","large","and","NU_NOTA_MT","is","medium","THEN","NU_NOTA_REDACAO","is","large"
"278","IF","NU_IDADE","is","small","and","TP_SEXO","is","large","and","TP_COR_RACA","is","small","and","TP_ESCOLA","is","medium","and","Q006","is","medium","and","Q027","is","large","and","NU_NOTA_CN","is","large","and","NU_NOTA_CH","is","large","and","NU_NOTA_LC","is","medium","and","NU_NOTA_MT","is","medium","THEN","NU_NOTA_REDACAO","is","large"
"279","IF","NU_IDADE","is","small","and","TP_SEXO","is","large","and","TP_COR_RACA","is","medium","and","TP_ESCOLA","is","medium","and","Q006","is","large","and","Q027","is","medium","and","NU_NOTA_CN","is","large","and","NU_NOTA_CH","is","medium","and","NU_NOTA_LC","is","medium","and","NU_NOTA_MT","is","medium","THEN","NU_NOTA_REDACAO","is","medium"
"280","IF","NU_IDADE","is","small","and","TP_SEXO","is","large","and","TP_COR_RACA","is","small","and","TP_ESCOLA","is","medium","and","Q006","is","medium","and","Q027","is","large","and","NU_NOTA_CN","is","medium","and","NU_NOTA_CH","is","medium","and","NU_NOTA_LC","is","medium","and","NU_NOTA_MT","is","large","THEN","NU_NOTA_REDACAO","is","medium"
"281","IF","NU_IDADE","is","small","and","TP_SEXO","is","large","and","TP_COR_RACA","is","medium","and","TP_ESCOLA","is","medium","and","Q006","is","medium","and","Q027","is","large","and","NU_NOTA_CN","is","medium","and","NU_NOTA_CH","is","large","and","NU_NOTA_LC","is","medium","and","NU_NOTA_MT","is","medium","THEN","NU_NOTA_REDACAO","is","large"
"282","IF","NU_IDADE","is","small","and","TP_SEXO","is","large","and","TP_COR_RACA","is","small","and","TP_ESCOLA","is","medium","and","Q006","is","large","and","Q027","is","medium","and","NU_NOTA_CN","is","large","and","NU_NOTA_CH","is","medium","and","NU_NOTA_LC","is","medium","and","NU_NOTA_MT","is","medium","THEN","NU_NOTA_REDACAO","is","medium"
"283","IF","NU_IDADE","is","small","and","TP_SEXO","is","large","and","TP_COR_RACA","is","medium","and","TP_ESCOLA","is","medium","and","Q006","is","large","and","Q027","is","medium","and","NU_NOTA_CN","is","large","and","NU_NOTA_CH","is","large","and","NU_NOTA_LC","is","medium","and","NU_NOTA_MT","is","large","THEN","NU_NOTA_REDACAO","is","medium"
"284","IF","NU_IDADE","is","small","and","TP_SEXO","is","large","and","TP_COR_RACA","is","medium","and","TP_ESCOLA","is","medium","and","Q006","is","small","and","Q027","is","medium","and","NU_NOTA_CN","is","medium","and","NU_NOTA_CH","is","large","and","NU_NOTA_LC","is","medium","and","NU_NOTA_MT","is","medium","THEN","NU_NOTA_REDACAO","is","large"
"285","IF","NU_IDADE","is","small","and","TP_SEXO","is","large","and","TP_COR_RACA","is","medium","and","TP_ESCOLA","is","medium","and","Q006","is","medium","and","Q027","is","medium","and","NU_NOTA_CN","is","large","and","NU_NOTA_CH","is","medium","and","NU_NOTA_LC","is","medium","and","NU_NOTA_MT","is","large","THEN","NU_NOTA_REDACAO","is","large"
"286","IF","NU_IDADE","is","small","and","TP_SEXO","is","large","and","TP_COR_RACA","is","large","and","TP_ESCOLA","is","medium","and","Q006","is","small","and","Q027","is","large","and","NU_NOTA_CN","is","medium","and","NU_NOTA_CH","is","large","and","NU_NOTA_LC","is","large","and","NU_NOTA_MT","is","medium","THEN","NU_NOTA_REDACAO","is","medium"
"287","IF","NU_IDADE","is","medium","and","TP_SEXO","is","large","and","TP_COR_RACA","is","small","and","TP_ESCOLA","is","medium","and","Q006","is","small","and","Q027","is","small","and","NU_NOTA_CN","is","medium","and","NU_NOTA_CH","is","medium","and","NU_NOTA_LC","is","medium","and","NU_NOTA_MT","is","medium","THEN","NU_NOTA_REDACAO","is","medium"
"288","IF","NU_IDADE","is","medium","and","TP_SEXO","is","large","and","TP_COR_RACA","is","medium","and","TP_ESCOLA","is","medium","and","Q006","is","small","and","Q027","is","medium","and","NU_NOTA_CN","is","medium","and","NU_NOTA_CH","is","medium","and","NU_NOTA_LC","is","medium","and","NU_NOTA_MT","is","medium","THEN","NU_NOTA_REDACAO","is","medium"
"289","IF","NU_IDADE","is","small","and","TP_SEXO","is","large","and","TP_COR_RACA","is","medium","and","TP_ESCOLA","is","medium","and","Q006","is","medium","and","Q027","is","large","and","NU_NOTA_CN","is","large","and","NU_NOTA_CH","is","medium","and","NU_NOTA_LC","is","medium","and","NU_NOTA_MT","is","medium","THEN","NU_NOTA_REDACAO","is","medium"
"290","IF","NU_IDADE","is","small","and","TP_SEXO","is","large","and","TP_COR_RACA","is","medium","and","TP_ESCOLA","is","medium","and","Q006","is","small","and","Q027","is","large","and","NU_NOTA_CN","is","medium","and","NU_NOTA_CH","is","medium","and","NU_NOTA_LC","is","medium","and","NU_NOTA_MT","is","medium","THEN","NU_NOTA_REDACAO","is","small"
"291","IF","NU_IDADE","is","small","and","TP_SEXO","is","large","and","TP_COR_RACA","is","small","and","TP_ESCOLA","is","medium","and","Q006","is","large","and","Q027","is","medium","and","NU_NOTA_CN","is","large","and","NU_NOTA_CH","is","medium","and","NU_NOTA_LC","is","large","and","NU_NOTA_MT","is","large","THEN","NU_NOTA_REDACAO","is","large"
"292","IF","NU_IDADE","is","small","and","TP_SEXO","is","large","and","TP_COR_RACA","is","medium","and","TP_ESCOLA","is","medium","and","Q006","is","medium","and","Q027","is","medium","and","NU_NOTA_CN","is","large","and","NU_NOTA_CH","is","large","and","NU_NOTA_LC","is","medium","and","NU_NOTA_MT","is","large","THEN","NU_NOTA_REDACAO","is","medium"
"293","IF","NU_IDADE","is","small","and","TP_SEXO","is","large","and","TP_COR_RACA","is","medium","and","TP_ESCOLA","is","medium","and","Q006","is","large","and","Q027","is","small","and","NU_NOTA_CN","is","medium","and","NU_NOTA_CH","is","medium","and","NU_NOTA_LC","is","large","and","NU_NOTA_MT","is","medium","THEN","NU_NOTA_REDACAO","is","medium"
"294","IF","NU_IDADE","is","large","and","TP_SEXO","is","large","and","TP_COR_RACA","is","medium","and","TP_ESCOLA","is","medium","and","Q006","is","small","and","Q027","is","medium","and","NU_NOTA_CN","is","medium","and","NU_NOTA_CH","is","medium","and","NU_NOTA_LC","is","medium","and","NU_NOTA_MT","is","medium","THEN","NU_NOTA_REDACAO","is","medium"
"295","IF","NU_IDADE","is","small","and","TP_SEXO","is","large","and","TP_COR_RACA","is","medium","and","TP_ESCOLA","is","medium","and","Q006","is","medium","and","Q027","is","small","and","NU_NOTA_CN","is","large","and","NU_NOTA_CH","is","medium","and","NU_NOTA_LC","is","large","and","NU_NOTA_MT","is","large","THEN","NU_NOTA_REDACAO","is","large"
"296","IF","NU_IDADE","is","small","and","TP_SEXO","is","large","and","TP_COR_RACA","is","medium","and","TP_ESCOLA","is","medium","and","Q006","is","large","and","Q027","is","medium","and","NU_NOTA_CN","is","medium","and","NU_NOTA_CH","is","large","and","NU_NOTA_LC","is","medium","and","NU_NOTA_MT","is","large","THEN","NU_NOTA_REDACAO","is","large"
"297","IF","NU_IDADE","is","small","and","TP_SEXO","is","large","and","TP_COR_RACA","is","small","and","TP_ESCOLA","is","medium","and","Q006","is","small","and","Q027","is","large","and","NU_NOTA_CN","is","medium","and","NU_NOTA_CH","is","medium","and","NU_NOTA_LC","is","large","and","NU_NOTA_MT","is","large","THEN","NU_NOTA_REDACAO","is","large"
"298","IF","NU_IDADE","is","small","and","TP_SEXO","is","large","and","TP_COR_RACA","is","medium","and","TP_ESCOLA","is","medium","and","Q006","is","medium","and","Q027","is","large","and","NU_NOTA_CN","is","large","and","NU_NOTA_CH","is","large","and","NU_NOTA_LC","is","medium","and","NU_NOTA_MT","is","medium","THEN","NU_NOTA_REDACAO","is","large"
